Timestamp;Speed;Latitude;Longitude
2022-08-20 22:51;10.0;51.74085;4.717323
2022-08-20 22:49;10.1;51.73713;4.709635
2022-08-20 22:47;10.0;51.73321;4.701277
2022-08-20 22:44;10.1;51.72985;4.69243
2022-08-20 22:42;10.2;51.7268;4.683145
2022-08-20 22:40;10.4;51.72368;4.673535
2022-08-20 22:37;10.3;51.72155;4.66324
2022-08-20 22:35;10.5;51.71995;4.652888
2022-08-20 22:33;10.6;51.71805;4.642205
2022-08-20 22:30;10.7;51.71567;4.631043
2022-08-20 22:27;10.4;51.71352;4.619029
2022-08-20 22:25;10.9;51.71139;4.606722
2022-08-20 22:22;10.5;51.70811;4.595833
2022-08-20 22:20;10.0;51.70572;4.585337
2022-08-20 22:17;10.0;51.70368;4.57542
2022-08-20 22:15;10.1;51.70177;4.566168
2022-08-20 22:13;10.1;51.69987;4.556901
2022-08-20 22:11;10.4;51.69794;4.546717
2022-08-20 22:09;10.6;51.69638;4.537718
2022-08-20 22:06;10.6;51.695;4.526958
2022-08-20 22:04;10.6;51.69389;4.516098
2022-08-20 22:02;10.6;51.69328;4.505993
2022-08-20 21:59;10.7;51.69333;4.490218
2022-08-20 21:56;10.6;51.69411;4.479907
2022-08-20 21:54;10.7;51.69525;4.469883
2022-08-20 21:52;10.7;51.6965;4.459752
2022-08-20 21:50;10.7;51.69803;4.448822
2022-08-20 21:47;10.3;51.69942;4.438189
2022-08-20 21:45;8.5;51.69917;4.428223
2022-08-20 21:43;7.7;51.69651;4.422197
2022-08-20 21:41;6.5;51.69354;4.416867
2022-08-20 21:39;4.1;51.69176;4.413434
2022-08-20 21:37;2.5;51.69039;4.410915
2022-08-20 21:32;0.0;51.69001;4.410275
2022-08-20 21:23;2.9;51.68901;4.408398
2022-08-20 21:21;3.2;51.68786;4.406273
2022-08-20 21:19;3.1;51.68667;4.403947
2022-08-20 21:17;4.6;51.68548;4.400955
2022-08-20 21:15;6.1;51.68356;4.396232
2022-08-20 21:12;8.5;51.68035;4.39124
2022-08-20 21:10;10.0;51.67611;4.386535
2022-08-20 21:08;11.1;51.67086;4.380628
2022-08-20 21:06;11.2;51.66603;4.372046
2022-08-20 21:04;11.2;51.66255;4.362768
2022-08-20 21:02;11.4;51.66033;4.353295
2022-08-20 21:00;11.4;51.65891;4.342447
2022-08-20 20:57;11.3;51.65781;4.331745
2022-08-20 20:55;11.3;51.65602;4.318735
2022-08-20 20:53;11.3;51.65429;4.309003
2022-08-20 20:50;11.4;51.65155;4.297127
2022-08-20 20:48;11.4;51.648;4.285733
2022-08-20 20:45;11.4;51.64454;4.274392
2022-08-20 20:43;11.5;51.64113;4.262833
2022-08-20 20:40;11.5;51.63735;4.249748
2022-08-20 20:38;11.2;51.63415;4.239138
2022-08-20 20:35;11.2;51.63112;4.228415
2022-08-20 20:33;10.8;51.6285;4.217822
2022-08-20 20:31;10.8;51.62502;4.20796
2022-08-20 20:28;11.0;51.62001;4.200177
2022-08-20 20:26;10.5;51.61277;4.193933
2022-08-20 20:23;10.9;51.60556;4.1907
2022-08-20 20:19;10.8;51.59423;4.192513
2022-08-20 20:17;11.1;51.58747;4.197673
2022-08-20 20:14;11.1;51.58062;4.206267
2022-08-20 20:11;11.1;51.57391;4.21507
2022-08-20 20:09;11.3;51.56796;4.222905
2022-08-20 20:06;11.0;51.56141;4.230622
2022-08-20 20:04;10.6;51.55509;4.234977
2022-08-20 20:01;11.0;51.5481;4.236187
2022-08-20 19:58;11.1;51.53925;4.234133
2022-08-20 19:55;11.2;51.52996;4.22916
2022-08-20 19:53;11.1;51.5242;4.225915
2022-08-20 19:50;10.6;51.5145;4.220567
2022-08-20 19:47;10.6;51.50779;4.219382
2022-08-20 19:45;11.2;51.50021;4.220362
2022-08-20 19:42;10.8;51.49118;4.222405
2022-08-20 19:39;10.9;51.48332;4.22412
2022-08-20 19:37;11.2;51.47618;4.225672
2022-08-20 19:35;11.0;51.47007;4.226972
2022-08-20 19:32;11.0;51.46253;4.22826
2022-08-20 19:30;10.1;51.45553;4.229537
2022-08-20 19:23;0.5;51.44871;4.230943
2022-08-20 19:18;0.1;51.44866;4.230923
2022-08-20 19:13;2.4;51.44841;4.230982
2022-08-20 19:08;6.8;51.44181;4.232292
2022-08-20 19:05;9.0;51.43568;4.2333
2022-08-20 19:03;9.6;51.43044;4.234365
2022-08-20 18:59;9.6;51.42082;4.236072
2022-08-20 18:46;9.2;51.38664;4.247324
2022-08-20 18:40;9.4;51.37616;4.266207
2022-08-20 18:38;9.6;51.37463;4.274138
2022-08-20 18:35;9.5;51.37405;4.286149
